METAL,BAND,SEX,BANDEDYEAR,BANDEDAGE,BANDEDLOC,DIRREC,AGE_CODE,BANDING_MONTH,BANDING_YEAR,LAT_DECIMAL_DEGREES,LON_DECIMAL_DEGREES,GISRLong,GISRLat,R_Day,R_Month,R_Year,RRegion__STA,RRegion__State
105706916,NYRB,F,1993,A,CAN,,6,8,1993,69.58333,-130.75,,,,,,,
105706917,NLSB,F,1993,L,CAN,,4,8,1993,69.58333,-130.75,,,,,,,
105706918,NYEB,F,1993,L,CAN,,4,8,1993,69.58333,-130.75,,,,,,,
105706919,NL8B,M,1993,L,CAN,,4,8,1993,69.58333,-130.75,,,,,,,
105706920,NY0B,M,1993,A,CAN,,1,8,1993,69.58333,-130.75,,,,,,,
105706921,NL0B,F,1993,L,CAN,,4,8,1993,69.58333,-130.75,,,,,,,
105706922,NL6B,M,1993,L,CAN,,4,8,1993,69.58333,-130.75,,,,,,,
105706923,NLGB,F,1993,A,CAN,,6,8,1993,69.58333,-130.75,,,,,,,
105706924,NLEB,F,1993,A,CAN,,6,8,1993,69.58333,-130.75,,,,,,,
105706925,NYZB,M,1993,A,CAN,,1,8,1993,69.58333,-130.75,,,,,,,
105706926,NZHB,F,1993,A,CAN,,6,8,1993,69.58333,-130.75,,,,,,,
105706927,NL5B,F,1993,A,CAN,,6,8,1993,69.58333,-130.75,,,,,,,
105706928,NYNB,F,1993,L,CAN,,4,8,1993,69.58333,-130.75,,,,,,,
105706929,5Z8B,M,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706930,NZ9B,F,1993,L,CAN,,4,8,1993,69.58333,-130.75,,,,,,,
105706931,NYZB,M,1993,L,CAN,,4,8,1993,69.58333,-130.75,,,,,,,
105706932,NYAB,F,1993,A,CAN,,6,8,1993,69.58333,-130.75,,,,,,,
105706933,NL3B,M,1993,L,CAN,,4,8,1993,69.58333,-130.75,,,,,,,
105706934,NLAB,M,1993,A,CAN,,1,8,1993,69.58333,-130.75,,,,,,,
105706935,NY4B,F,1993,L,CAN,,4,8,1993,69.58333,-130.75,,,,,,,
105706936,NY8B,F,1993,L,CAN,,4,8,1993,69.58333,-130.75,,,,,,,
105706937,NLYB,M,1993,A,CAN,,1,8,1993,69.58333,-130.75,,,,,,,
105706938,NY9B,M,1993,A,CAN,,1,8,1993,69.58333,-130.75,,,,,,,
105706939,NY2B,F,1993,L,CAN,,4,8,1993,69.58333,-130.75,,,,,,,
105706940,NY6B,M,1993,A,CAN,,1,8,1993,69.58333,-130.75,,,,,,,
105706941,NL4B,M,1993,A,CAN,,1,8,1993,69.58333,-130.75,,,,,,,
105706942,NLNB,F,1993,L,CAN,,4,8,1993,69.58333,-130.75,,,,,,,
105706943,NLLB,F,1993,A,CAN,,6,8,1993,69.58333,-130.75,,,,,,,
105706944,NZ0B,M,1993,A,CAN,,1,8,1993,69.58333,-130.75,,,,,,,
105706945,NZRB,F,1993,A,CAN,,6,8,1993,69.58333,-130.75,,,,,,,
105706946,NYHB,M,1993,A,CAN,,1,8,1993,69.58333,-130.75,,,,,,,
105706947,NYYB,M,1993,L,CAN,,4,8,1993,69.58333,-130.75,,,,,,,
105706948,NLKB,F,1993,A,CAN,,6,8,1993,69.58333,-130.75,,,,,,,
105706949,NL2B,M,1993,A,CAN,,1,8,1993,69.58333,-130.75,,,,,,,
105706950,NL7B,M,1993,L,CAN,,4,8,1993,69.58333,-130.75,,,,,,,
105706951,590B,F,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706952,516B,M,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706953,5ZKB,F,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706955,59ZB,F,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706956,51HB,M,1996,A,CAN,,1,8,1996,69.58333,-130.75,,,,,,,
105706957,5ZAB,F,1996,A,CAN,,6,8,1996,69.58333,-130.75,,,,,,,
105706958,5ZTB,M,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706959,51KB,F,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706960,598B,M,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706961,51SB,F,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706962,517B,M,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706963,595B,M,1996,A,CAN,,1,8,1996,69.58333,-130.75,,,,,,,
105706964,510B,F,1996,A,CAN,,1,8,1996,69.58333,-130.75,,,,,,,
105706965,51NB,M,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706966,59GB,M,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706967,515B,M,1996,L,CAN,1,4,8,1996,69.58333,-130.75,-160.41667,68.75,2,9,1996,AK,Alaska
105706968,519B,F,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706969,513B,F,1996,L,CAN,,4,8,1996,69.58333,-130.75,-124.25,40.75,29,11,1998,CA,California
105706970,591B,F,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706971,5ZVB,M,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706972,59TB,F,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706973,5Z6B,M,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706974,51EB,F,1996,L,CAN,1,4,8,1996,69.58333,-130.75,-160.41667,68.75,2,9,1996,AK,Alaska
105706975,5Z5B,F,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706976,511B,M,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706977,51VB,M,1996,A,CAN,,1,8,1996,69.58333,-130.75,,,,,,,
105706978,59SB,M,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706979,59EB,F,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706980,59LB,F,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706981,599B,F,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706982,51ZB,F,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706983,514B,F,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706984,5ZHB,M,1996,A,CAN,,1,8,1996,69.58333,-130.75,,,,,,,
105706985,51LB,F,1996,A,CAN,,6,8,1996,69.58333,-130.75,,,,,,,
105706986,518B,M,1996,A,CAN,,1,8,1996,69.58333,-130.75,,,,,,,
105706987,51AB,M,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706988,512B,M,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706989,5ZYB,F,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706990,59VB,F,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706991,5Z2B,M,1996,L,CAN,,4,8,1996,69.58333,-130.75,-123.08333,49.08333,1,3,2000,BC,British Columbia
105706992,5ZZB,M,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706993,51GB,M,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706994,51RB,F,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706995,51TB,F,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706996,5Z3B,F,1996,A,CAN,,6,8,1996,69.58333,-130.75,,,,,,,
105706997,5Z0B,M,1996,L,CAN,,4,8,1996,69.58333,-130.75,,,,,,,
105706998,5ZEB,F,1996,A,CAN,,1,8,1996,69.58333,-130.75,,,,,,,
105706999,5ZGB,F,1996,A,CAN,,6,8,1996,69.58333,-130.75,,,,,,,
129700921,R8KK,M,2002,L,TUT,,,,,,,,,,,,,
129700922,R8LK,F,2002,L,TUT,,,,,,,,,,,,,
129700923,R8NK,F,2002,A,TUT,,,,,,,,,,,,,
129700924,R8RK,M,2002,A,TUT,,,,,,,,,,,,,
129700925,RSSK,F,2002,A,TUT,,,,,,,,,,,,,
129700926,R8SK,F,2002,L,TUT,,,,,,,,,,,,,
129700927,R8TK,M,2002,L,TUT,,,,,,,,,,,,,
129700928,R8VK,M,2002,A,TUT,,,,,,,,,,,,,
129700929,RSRK,M,2002,A,TUT,,,,,,,,,,,,,
129700930,R8YK,M,2002,A,TUT,,,,,,,,,,,,,
129700931,R8ZK,M,2002,A,TUT,,,,,,,,,,,,,
129700932,R9AK,M,2002,A,TUT,,,,,,,,,,,,,
129700933,R9EK,F,2002,A,TUT,,,,,,,,,,,,,
129700934,R9KK,M,2002,A,TUT,,,,,,,,,,,,,
129700935,R9NK,M,2002,L,TUT,,,,,,,,,,,,,
129700936,R9HK,F,2002,A,TUT,,,,,,,,,,,,,
129700937,R9LK,F,2002,A,TUT,,,,,,,,,,,,,
129700938,R9GK,M,2002,A,TUT,,,,,,,,,,,,,
129700939,R9RK,M,2002,L,TUT,,,,,,,,,,,,,
129700940,R9TK,M,2002,L,TUT,,,,,,,,,,,,,
129700941,R9SK,F,2002,A,TUT,,,,,,,,,,,,,
129700942,R9VK,M,2002,A,TUT,,,,,,,,,,,,,
129700943,R9YK,F,2002,L,TUT,,,,,,,,,,,,,
129700944,R9ZK,M,2002,L,TUT,,,,,,,,,,,,,
129700945,RYEK,F,2002,A,TUT,,,,,,,,,,,,,
129700946,RYGK,F,2002,L,TUT,,,,,,,,,,,,,
129700947,RYHK,M,2002,A,TUT,,,,,,,,,,,,,
129700948,RYKK,F,2002,L,TUT,,,,,,,,,,,,,
129700949,RYLK,M,2002,A,TUT,,,,,,,,,,,,,
129700950,RYNK,F,2002,A,TUT,,,,,,,,,,,,,
129700951,RYRK,M,2002,A,TUT,,,,,,,,,,,,,
129700952,RYSK,F,2002,A,TUT,,,,,,,,,,,,,
129700953,RYTK,F,2002,A,TUT,,,,,,,,,,,,,
129700954,RYVK,M,2002,L,TUT,,,,,,,,,,,,,
129700955,RYYK,M,2002,L,TUT,,,,,,,,,,,,,
129700956,RYZK,M,2002,A,TUT,,,,,,,,,,,,,
129700957,RZAK,M,2002,A,TUT,,,,,,,,,,,,,
129700958,RZHK,F,2002,L,TUT,,,,,,,,,,,,,
129700959,RZEK,M,2002,L,TUT,,,,,,,,,,,,,
129700960,RZKK,F,2002,L,TUT,,,,,,,,,,,,,
129700961,RZLK,F,2002,L,TUT,,,,,,,,,,,,,
129700962,RZSK,F,2002,L,TUT,,,,,,,,,,,,,
129700963,RZRK,M,2002,L,TUT,,,,,,,,,,,,,
129700964,RZTK,M,2002,A,TUT,,,,,,,,,,,,,
129700966,RZYK,M,2002,A,TUT,,,,,,,,,,,,,
129700967,KA0K,F,2002,L,TUT,,,,,,,,,,,,,
129700968,KA2K,F,2002,A,TUT,,,,,,,,,,,,,
129700969,KA3K,M,2002,A,TUT,,,,,,,,,,,,,
129700970,KA4K,F,2002,L,TUT,,,,,,,,,,,,,
129700971,KA5K,F,2002,L,TUT,,,,,,,,,,,,,
129700972,KA6K,M,2002,A,TUT,,,,,,,,,,,,,
129700973,KA7K,F,2002,A,TUT,,,,,,,,,,,,,
129700974,KA8K,F,2002,A,TUT,,,,,,,,,,,,,
129700975,KA9K,M,2002,A,TUT,,,,,,,,,,,,,
129700976,KE0K,F,2002,A,TUT,,,,,,,,,,,,,
129700977,KE1K,M,2002,A,TUT,,,,,,,,,,,,,
129700978,KE2K,F,2002,L,TUT,,,,,,,,,,,,,
129700979,KE3K,M,2002,A,TUT,,,,,,,,,,,,,
129700980,KE4K,M,2002,L,TUT,,,,,,,,,,,,,
129700981,KE5K,M,2002,L,TUT,,,,,,,,,,,,,
129700982,KE6K,M,2002,L,TUT,,,,,,,,,,,,,
129700983,KE7K,F,2002,A,TUT,,,,,,,,,,,,,
129700984,KE8K,M,2002,L,TUT,,,,,,,,,,,,,
129700985,KE9K,M,2002,L,TUT,,,,,,,,,,,,,
129700986,KG0K,M,2002,A,TUT,,,,,,,-124.25,40.75,6,12,2004,CA,California
129700987,KG1K,F,2002,A,TUT,,,,,,,,,,,,,
129700988,KG2K,M,2002,L,TUT,,,,,,,,,,,,,
129700989,KG3K,M,2002,L,TUT,,,,,,,,,,,,,
129700990,KG4K,M,2002,L,TUT,,,,,,,,,,,,,
129700991,KG5K,M,2002,A,TUT,,,,,,,,,,,,,
129700992,KG7K,M,2002,A,TUT,,,,,,,,,,,,,
129700993,KG8K,M,2002,A,TUT,,,,,,,,,,,,,
129700994,KG9K,F,2002,A,TUT,,,,,,,,,,,,,
129700995,KH0K,F,2002,A,TUT,,,,,,,,,,,,,
129700996,KH1K,M,2002,L,TUT,,,,,,,,,,,,,
129700997,KH2K,M,2002,A,TUT,,,,,,,,,,,,,
129700998,KH3K,F,2002,A,TUT,,,,,,,,,,,,,
129700999,KH4K,M,2002,A,TUT,,,,,,,,,,,,,
129701000,KH5K,M,2002,A,TUT,1,,,,,,-115.91667,30.41667,22,2,2003,MEX,Mexico
134354680,04AG,F,2013,A,COL,,,,,,,,,,,,,
134700541,AV8A,M,1992,A,PRU,,,,,,,,,,,,,
134703001,A00Y,F,1987,A,TUT,,,,,,,,,,,,,
134703004,A03Y,F,1987,A,TUT,,,,,,,,,,,,,
134703007,A06Y,F,1987,A,TUT,,,,,,,,,,,,,
134703008,A07Y,F,1987,A,TUT,,,,,,,,,,,,,
134703009,A08Y,F,1987,A,TUT,,,,,,,,,,,,,
134703010,A09Y,F,1987,A,TUT,,,,,,,,,,,,,
134703012,A11Y,F,1987,A,TUT,,,,,,,,,,,,,
134703014,A14Y,F,1987,A,TUT,,,,,,,,,,,,,
134703015,A15Y,F,1987,A,TUT,,,,,,,,,,,,,
134703016,A16Y,F,1987,A,TUT,,,,,,,,,,,,,
134703024,A25Y,F,1987,A,TUT,,,,,,,,,,,,,
134703026,A77Y,F,1987,A,TUT,,,,,,,,,,,,,
134703031,A82Y,F,1987,A,TUT,,,,,,,,,,,,,
134703035,A86Y,F,1987,A,TUT,,,,,,,,,,,,,
134703043,A94Y,F,1987,L,TUT,,,,,,,,,,,,,
134703051,A26Y,F,1987,A,TUT,,,,,,,,,,,,,
134703053,YGNW,M,1987,A,TUT,,,,,,,,,,,,,
134703056,A31Y,F,1987,A,TUT,,,,,,,,,,,,,
134703061,A35Y,F,1987,A,TUT,,,,,,,,,,,,,
134703063,A37Y,F,1987,A,TUT,,,,,,,,,,,,,
134703065,A39Y,F,1987,A,TUT,,,,,,,,,,,,,
134703068,A43Y,F,1987,A,TUT,,,,,,,,,,,,,
134703069,A45Y,F,1987,A,TUT,,,,,,,,,,,,,
134703071,A48Y,F,1987,A,TUT,,,,,,,,,,,,,
134703072,A49Y,F,1987,A,TUT,,,,,,,,,,,,,
134703079,AAGY,F,1987,L,TUT,,,,,,,,,,,,,
134703083,ADEY,F,1987,A,TUT,,,,,,,,,,,,,
134703084,K5SW,M,1987,A,TUT,,,,,,,,,,,,,
134703087,A97Y,M,1987,A,TUT,,,,,,,,,,,,,
134703089,ADHY,F,1987,A,TUT,,,,,,,,,,,,,
134703092,ADNY,F,1987,L,TUT,,,,,,,,,,,,,
134703096,ADVY,F,1987,A,TUT,,,,,,,-124.25,40.75,16,11,1996,CA,California
134703097,AEAY,F,1987,L,TUT,,,,,,,,,,,,,
134703100,AEHY,M,1987,A,TUT,,,,,,,-124.25,40.75,16,11,1996,CA,California
134703101,A52Y,F,1987,A,TUT,,,,,,,,,,,,,
134703102,KH4Q,F,1987,A,TUT,,,,,,,,,,,,,
134703108,A59Y,F,1987,A,TUT,,,,,,,,,,,,,
134703110,A61Y,F,1987,A,TUT,,,,,,,,,,,,,
134703111,A62Y,F,1987,A,TUT,,,,,,,-115.91667,30.41667,6,11,1992,MEX,Mexico
134703114,A65Y,F,1987,A,TUT,,,,,,,,,,,,,
134703116,A67Y,F,1987,A,TUT,,,,,,,,,,,,,
134703117,A68Y,F,1987,A,TUT,,,,,,,,,,,,,
134703118,A69Y,F,1987,A,TUT,,,,,,,,,,,,,
134703120,A71Y,F,1987,A,TUT,,,,,,,,,,,,,
134703121,A72Y,F,1987,A,TUT,,,,,,,,,,,,,
134703131,AERY,F,1987,L,TUT,,,,,,,,,,,,,
134703133,AEZY,F,1987,L,TUT,,,,,,,,,,,,,
134703134,AEYY,F,1987,A,TUT,,,,,,,,,,,,,
134703139,AGHY,F,1987,A,TUT,,,,,,,-162,55,9,9,1990,AK,Alaska
134703144,AGRY,M,1987,L,TUT,,,,,,,,,,,,,
134703147,AGZY,M,1987,L,TUT,,,,,,,,,,,,,
134703148,AGYY,F,1987,A,TUT,,,,,,,,,,,,,
134703149,AHAY,F,1987,L,TUT,,,,,,,,,,,,,
134703150,AHDY,M,1987,A,TUT,,,,,,,,,,,,,
134703158,N0LW,F,1987,A,TUT,,,,,,,,,,,,,
134703159,T31W,F,1987,A,TUT,,,,,,,,,,,,,
134703162,AHKY,F,1987,L,TUT,,,,,,,,,,,,,
134703163,AHGY,M,1987,L,TUT,,,,,,,,,,,,,
134703164,AHEY,M,1987,L,TUT,,,,,,,-115.91667,30.41667,28,10,1996,MEX,Mexico
134703165,AKTY,F,1987,A,TUT,,,,,,,,,,,,,
134703166,AKKY,F,1987,L,TUT,,,,,,,,,,,,,
134703168,GKSO,F,1987,L,TUT,,,,,,,,,,,,,
134703169,AKNY,M,1987,L,TUT,,,,,,,,,,,,,
134703171,AHTY,F,1987,L,TUT,,,,,,,,,,,,,
134703175,AKAY,F,1987,L,TUT,,,,,,,,,,,,,
134703185,ALAY,M,1987,L,TUT,,,,,,,-115.91667,30.41667,99,2,1991,MEX,Mexico
134703187,ANNY,M,1987,A,TUT,,,,,,,,,,,,,
134703190,Y4KK,F,1987,L,TUT,,,,,,,,,,,,,
134703195,K9TQ,M,1987,L,TUT,,,,,,,,,,,,,
134703196,ALDY,M,1987,A,TUT,,,,,,,,,,,,,
134703199,ANEY,F,1987,A,TUT,,,,,,,,,,,,,
134703204,ARGY,F,1987,A,TUT,,,,,,,,,,,,,
134703205,ARHY,M,1987,A,TUT,,,,,,,,,,,,,
134703207,ASGY,F,1987,L,TUT,,,,,,,,,,,,,
134703208,ASZY,M,1987,A,TUT,,,,,,,,,,,,,
134703209,ATDY,F,1987,L,TUT,,,,,,,,,,,,,
134703210,ATEY,M,1987,A,TUT,,,,,,,,,,,,,
134703214,ANSY,F,1987,L,TUT,,,,,,,-162.75,55.25,29,9,1995,AK,Alaska
134703216,ANVY,F,1987,L,TUT,,,,,,,,,,,,,
134703218,ASKY,F,1987,L,TUT,,,,,,,,,,,,,
134703219,ASLY,F,1987,L,TUT,,,,,,,,,,,,,
134703223,ATRY,F,1987,L,TUT,,,,,,,,,,,,,
134703224,R8KW,M,1987,A,TUT,,,,,,,-115.91667,30.41667,11,2,1994,MEX,Mexico
134703228,AYNY,M,1987,A,TUT,,,,,,,,,,,,,
134703229,AYLY,F,1987,A,TUT,,,,,,,,,,,,,
134703230,AYRY,F,1987,A,TUT,,,,,,,-115.91667,30.41667,20,11,1993,MEX,Mexico
134703231,ASRY,M,1987,A,TUT,,,,,,,,,,,,,
134703232,63GO,M,1987,L,TUT,,,,,,,,,,,,,
134703236,AVNY,F,1987,L,TUT,,,,,,,,,,,,,
134703246,ARYY,M,1987,A,TUT,,,,,,,,,,,,,
134703249,ASDY,M,1987,L,TUT,,,,,,,,,,,,,
134703250,ATHY,F,1987,A,TUT,,,,,,,,,,,,,
134703252,ATLY,M,1987,L,TUT,,,,,,,,,,,,,
134703259,AYDY,M,1987,L,TUT,,,,,,,,,,,,,
134703263,AYHY,F,1987,A,TUT,,,,,,,,,,,,,
134703264,AZHY,F,1987,L,TUT,,,,,,,,,,,,,
134703266,AZRY,F,1987,L,TUT,,,,,,,,,,,,,
134703267,AZLY,F,1987,L,TUT,,,,,,,,,,,,,
134703269,AZGY,F,1987,A,TUT,,,,,,,,,,,,,
134703270,AA0Y,M,1987,A,TUT,,,,,,,,,,,,,
134703272,AZSY,F,1987,L,TUT,,,,,,,,,,,,,
134703275,AD0Y,F,1987,A,TUT,,,,,,,,,,,,,
134703280,AA9Y,F,1987,L,TUT,,,,,,,,,,,,,
134703287,AZAY,M,1987,A,TUT,,,,,,,,,,,,,
134703291,AA1Y,M,1987,L,TUT,,,,,,,-115.91667,30.41667,11,2,1996,MEX,Mexico
134703296,AZYY,F,1987,A,TUT,,,,,,,,,,,,,
134703301,AD9Y,F,1987,L,TUT,,,,,,,,,,,,,
134703302,RSTK,F,1987,L,TUT,,,,,,,-115.91667,30.41667,22,2,2009,MEX,Mexico
134703308,AG7Y,M,1987,L,TUT,,,,,,,,,,,,,
134703313,AK7Y,F,1987,L,TUT,,,,,,,,,,,,,
134703322,AR9Y,F,1987,A,TUT,,,,,,,,,,,,,
134703330,AT2Y,M,1987,A,TUT,,,,,,,,,,,,,
134703332,AT4Y,M,1987,L,TUT,,,,,,,,,,,,,
134703335,AY1Y,F,1987,A,TUT,,,,,,,,,,,,,
134703337,K2SW,M,1987,A,TUT,,,,,,,,,,,,,
134703338,AZ8Y,M,1987,A,TUT,,,,,,,,,,,,,
134703339,AZ9Y,M,1987,A,TUT,,,,,,,,,,,,,
134703342,A2AY,F,1987,L,TUT,,,,,,,,,,,,,
134703346,A6AY,F,1987,A,TUT,,,,,,,,,,,,,
134703350,A0EY,F,1987,A,TUT,,,,,,,,,,,,,
134703354,AG3Y,F,1987,L,TUT,,,,,,,,,,,,,
134703355,AG4Y,F,1987,L,TUT,,,,,,,,,,,,,
134703356,AK1Y,F,1987,L,TUT,,,,,,,,,,,,,
134703357,AK2Y,F,1987,L,TUT,,,,,,,,,,,,,
134703358,AK3Y,F,1987,A,TUT,,,,,,,-109.91667,27.58333,4,2,2002,MEX,Mexico
134703359,K2AQ,M,1987,L,TUT,,,,,,,,,,,,,
134703360,AK5Y,F,1987,L,TUT,,,,,,,,,,,,,
134703362,AN7Y,M,1987,A,TUT,,,,,,,,,,,,,
134703366,AT6Y,F,1987,L,TUT,,,,,,,,,,,,,
134703368,AT8Y,M,1987,L,TUT,,,,,,,,,,,,,
134703372,AZ1Y,F,1987,A,TUT,,,,,,,,,,,,,
134703376,A6EY,F,1987,A,TUT,,,,,,,,,,,,,
134703379,VNZW,M,1987,L,TUT,,,,,,,,,,,,,
134703382,A8KY,F,1987,L,TUT,,,,,,,,,,,,,
134703384,A2RY,M,1987,A,TUT,,,,,,,,,,,,,
134703386,A4RY,M,1987,A,TUT,,,,,,,,,,,,,
134703388,A69Y,F,1987,A,TUT,,,,,,,,,,,,,
134703393,A8VY,M,1987,A,TUT,,,,,,,,,,,,,
134703394,A8ZY,F,1987,L,TUT,,,,,,,,,,,,,
134703406,583K,F,1987,L,TUT,,,,,,,-109.91667,27.41667,12,2,2012,MEX,Mexico
134703411,146K,F,1987,L,TUT,,,,,,,,,,,,,
134703412,KH0Q,M,1987,A,TUT,,,,,,,,,,,,,
134703418,G1SK,F,1987,A,TUT,,,,,,,,,,,,,
134703419,RVYK,F,1987,L,TUT,,,,,,,,,,,,,
134703420,C8HW,M,1987,A,TUT,,,,,,,,,,,,,
134703421,AV5Y,F,1987,L,TUT,,,,,,,,,,,,,
134703423,AV7Y,M,1987,A,TUT,,,,,,,,,,,,,
134703429,AZ6Y,M,1987,L,TUT,,,,,,,,,,,,,
134703430,AZ7Y,M,1987,L,TUT,,,,,,,,,,,,,
134703431,A3DY,F,1987,L,TUT,,,,,,,,,,,,,
134703436,A4GY,F,1987,A,TUT,,,,,,,-115.91667,30.41667,43,1,1994,MEX,Mexico
134703437,A5GY,F,1987,L,TUT,,,,,,,,,,,,,
134703439,A7GY,M,1987,L,TUT,,,,,,,,,,,,,
134703442,A1KY,F,1987,A,TUT,,,,,,,,,,,,,
134703455,AD6Y,F,1987,L,TUT,,,,,,,,,,,,,
134703464,AL3Y,M,1987,A,TUT,,,,,,,,,,,,,
134703468,AR2Y,F,1987,A,TUT,,,,,,,,,,,,,
134703474,AV1Y,F,1987,A,TUT,,,,,,,,,,,,,
134703477,AV4Y,F,1987,L,TUT,,,,,,,,,,,,,
134703483,A8AY,F,1987,L,TUT,,,,,,,,,,,,,
134703492,A3GY,M,1987,L,TUT,,,,,,,,,,,,,
134703495,*V7Y,F,1987,A,TUT,,,,,,,,,,,,,
134703497,A9HY,M,1987,A,TUT,,,,,,,,,,,,,
134703504,D32Y,M,1987,A,TUT,,,,,,,,,,,,,
134703511,D39Y,F,1987,A,TUT,,,,,,,,,,,,,
134703512,D40Y,M,1987,A,TUT,,,,,,,,,,,,,
134703513,D41Y,F,1987,L,TUT,,,,,,,,,,,,,
134703517,C80Y,F,1987,L,TUT,,,,,,,,,,,,,
134703519,D47Y,F,1987,A,TUT,,,,,,,,,,,,,
134703531,D59Y,M,1987,A,TUT,,,,,,,,,,,,,
134703536,D64Y,F,1987,L,TUT,,,,,,,,,,,,,
134703543,D71Y,M,1987,A,TUT,,,,,,,-124.25,40.75,1,11,1993,CA,California
134703547,D75Y,F,1987,L,TUT,,,,,,,,,,,,,
134703551,L05Q,F,1987,L,TUT,,,,,,,,,,,,,
134703561,D89Y,M,1987,A,TUT,,,,,,,,,,,,,
134703562,RHSW,F,1987,L,TUT,,,,,,,,,,,,,
134703567,D95Y,M,1987,L,TUT,,,,,,,,,,,,,
134703568,D96Y,M,1987,A,TUT,,,,,,,,,,,,,
134703571,D99Y,F,1987,L,TUT,,,,,,,,,,,,,
134703577,DRRY,F,1987,A,TUT,,,,,,,,,,,,,
134703579,DRTY,F,1987,L,TUT,,,,,,,,,,,,,
134703587,DYSY,F,1987,L,TUT,,,,,,,,,,,,,
134703592,DSNY,F,1987,L,TUT,,,,,,,,,,,,,
134703593,V78W,M,1987,A,TUT,,,,,,,,,,,,,
134703594,DSVY,M,1987,A,TUT,,,,,,,,,,,,,
134703595,DSYY,F,1987,L,TUT,,,,,,,,,,,,,
134703601,VA5W,F,1987,A,TUT,,,,,,,,,,,,,
134703603,DZNY,F,1987,A,TUT,,,,,,,,,,,,,
134703605,DZSY,F,1987,A,TUT,,,,,,,,,,,,,
134703608,DZYY,F,1987,L,TUT,,,,,,,-115.91667,30.41667,16,2,1997,MEX,Mexico
134703609,DD3Y,M,1987,L,TUT,,,,,,,,,,,,,
134703616,DE9Y,F,1987,A,TUT,,,,,,,,,,,,,
134703617,+VLY,F,1987,L,TUT,,,,,,,,,,,,,
134703621,DD4Y,F,1987,A,TUT,,,,,,,,,,,,,
134703626,DE2Y,M,1987,L,TUT,,,,,,,,,,,,,
134703630,DH7Y,F,1987,A,TUT,,,,,,,,,,,,,
134703635,DH0Y,F,1987,A,TUT,,,,,,,,,,,,,
134703636,DH1Y,F,1987,A,TUT,,,,,,,,,,,,,
134703639,DH4Y,F,1987,L,TUT,,,,,,,,,,,,,
134703642,DH9Y,M,1987,L,TUT,,,,,,,,,,,,,
134703644,DK1Y,F,1987,L,TUT,,,,,,,,,,,,,
134703647,DK8Y,M,1987,A,TUT,,,,,,,-115.91667,30.41667,17,1,1998,MEX,Mexico
134703652,DZGY,M,1987,A,TUT,,,,,,,,,,,,,
134703655,DYYY,M,1987,A,TUT,,,,,,,,,,,,,
134703656,95AW,F,1987,L,TUT,,,,,,,,,,,,,
134703657,DYTY,F,1987,A,TUT,,,,,,,,,,,,,
134703669,D1DY,M,1987,A,TUT,,,,,,,,,,,,,
134703672,KS4W,F,1987,L,TUT,,,,,,,,,,,,,
134703673,GV6O,M,1987,L,TUT,,,,,,,,,,,,,
134703675,D2GY,M,1987,L,TUT,,,,,,,,,,,,,
134703676,D4GY,F,1987,L,TUT,,,,,,,,,,,,,
134703677,AVTQ,F,1987,L,TUT,,,,,,,,,,,,,
